"","lon","lat"
"3655",-118.5713823,34.456151
"3656",-7.6920536,53.1423672
"3657",-7.6920536,53.1423672
"3658",-74.0059728,40.7127753
"3659",-73.3467167,42.2024768
"3660",-87.6297982,41.8781136
"3661",-73.3467167,42.2024768
"3662",-99.1029664,19.2572314
"3663",-112.0098791,34.7391876
"3664",-122.6587185,45.5122308
"3665",-82.9987942,39.9611755
"3666",-79.9958864,40.4406248
"3667",-103.3496092,20.6596988
"3668",31.0218404,-29.8586804
"3669",-82.907123,40.4172871
"3670",8.227512,46.818188
"3671",NA,NA
"3672",NA,NA
"3673",-94.70496,37.410884
"3674",-98.4842465,39.011902
"3675",NA,NA
"3676",NA,NA
"3677",NA,NA
"3678",-73.4081575,41.117744
"3679",-73.4081575,41.117744
"3680",-95.712891,37.09024
"3681",-87.6297982,41.8781136
"3682",-103.8738031,18.9173829
"3683",-104.0072348,19.1222634
"3684",-83.6773928,41.3478458
"3685",-94.4082913,18.0714575
"3686",-74.0059728,40.7127753
"3687",-74.0059728,40.7127753
"3688",-6.3560985,53.717856
"3689",NA,NA
"3690",-92.2895948,34.7464809
"3691",-75.4590816,40.0756627
"3692",33.429859,35.126413
"3693",-77.4291298,39.0066993
"3694",-73.3467167,42.2024768
"3695",-71.0588801,42.3600825
"3696",NA,NA
"3697",-75.3878525,39.907793
"3698",-73.3467167,42.2024768
"3699",-87.6297982,41.8781136
"3700",-121.4943996,38.5815719
"3701",-73.3467167,42.2024768
"3702",-102.552784,23.634501
"3703",-118.2436849,34.0522342
"3704",-84.600203,37.085324
"3705",-90.0715323,29.9510658
"3706",-75.1652215,39.9525839
"3707",-101.6859605,21.1250077
"3708",NA,NA
"3709",-87.3375312,41.5568315
"3710",-81.5157535,27.6648274
"3711",-76.6121893,39.2903848
"3712",-122.3320708,47.6062095
"3713",-73.9712488,40.7830603
"3714",-77.0368707,38.9071923
"3715",-119.4179324,36.778261
"3716",-77.4874959,43.1086741
"3717",-85.3702476,39.928935
"3718",-6.6564169,53.605548
"3719",NA,NA
"3720",-75.6971931,45.4215296
"3721",-72.589811,42.1014831
"3722",-7.6920536,53.1423672
"3723",-123.0350963,44.9428975
"3724",-84.2700179,37.8393332
"3725",-70.1031247,44.1152935
"3726",-76.6412712,39.0457549
"3727",NA,NA
"3728",-79.3831843,43.653226
"3729",-71.0588801,42.3600825
"3730",-72.6733723,41.7658043
"3731",9.501785,56.26392
"3732",9.501785,56.26392
"3733",-86.1349019,40.2671941
"3734",-98.2062727,19.0414398
"3735",-74.2693297,39.7649223
"3736",-96.0678099,41.2694256
"3737",NA,NA
"3738",-82.5436722,27.763383
"3739",-84.5555347,42.732535
"3740",-74.0059728,40.7127753
"3741",4.5624426,7.5875843
"3742",33.429859,35.126413
"3743",-3.74922,40.463667
"3744",-120.7401385,47.7510741
"3745",NA,NA
"3746",-95.712891,37.09024
"3747",116.0753199,5.9788398
"3748",NA,NA
"3749",9.501785,56.26392
"3750",NA,NA
"3751",NA,NA
"3752",-104.0072348,19.1222634
"3753",NA,NA
"3754",-73.3467167,42.2024768
"3755",-75.1926937,40.1416782
"3756",-100.3898881,20.5887932
"3757",-118.2436849,34.0522342
"3758",NA,NA
"3759",-118.5872395,34.1668513
"3760",NA,NA
"3761",NA,NA
"3762",-99.9018131,31.9685988
"3763",-73.3467167,42.2024768
"3764",-73.3467167,42.2024768
"3765",-73.3467167,42.2024768
"3766",-73.3467167,42.2024768
"3767",-73.3467167,42.2024768
"3768",-95.712891,37.09024
"3769",-95.712891,37.09024
"3770",NA,NA
"3771",NA,NA
"3772",NA,NA
"3773",-86.5804473,35.5174913
"3774",-86.5804473,35.5174913
"3775",-3.435973,55.378051
"3776",-73.3467167,42.2024768
"3777",-73.3467167,42.2024768
"3778",144.7851531,-37.4713077
"3779",-114.0708459,51.0486151
"3780",-73.087749,41.6032207
"3781",-105.084423,40.5852602
"3782",-95.712891,37.09024
"3783",NA,NA
"3784",-81.1637245,33.836081
"3785",-84.2700179,37.8393332
"3786",NA,NA
"3787",-95.712891,37.09024
"3788",NA,NA
"3789",-118.2436849,34.0522342
"3790",NA,NA
"3791",NA,NA
"3792",-122.6587185,45.5122308
"3793",NA,NA
"3794",-104.990251,39.7392358
"3795",-95.7243335,37.2321077
"3796",NA,NA
"3797",NA,NA
"3798",-122.3320708,47.6062095
"3799",-117.8265049,33.6845673
"3800",-76.6412712,39.0457549
"3801",-122.4014193,37.4337342
"3802",-122.4014193,37.4337342
"3803",-122.4014193,37.4337342
"3804",-85.1393513,41.079273
"3805",-101.2573586,21.0190145
"3806",-82.9000751,32.1656221
"3807",NA,NA
"3808",133.775136,-25.274398
"3809",-95.712891,37.09024
"3810",-119.4179324,36.778261
"3811",-105.5911007,41.3113669
"3812",-104.0072348,19.1222634
"3813",-85.7584557,38.2526647
"3814",-103.7240868,19.2452342
"3815",-87.6297982,41.8781136
"3816",-103.3496092,20.6596988
"3817",-97.092877,35.0077519
"3818",-93.2650108,44.977753
"3819",NA,NA
"3820",-122.9006951,47.0378741
"3821",-7.6920536,53.1423672
"3822",-86.5804473,35.5174913
"3823",NA,NA
"3824",NA,NA
"3825",-121.902703,37.695139
"3826",-90.1994042,38.6270025
"3827",-91.8318334,35.20105
"3828",NA,NA
"3829",-104.990251,39.7392358
"3830",-73.3467167,42.2024768
"3831",NA,NA
"3832",-121.8746789,37.6624312
"3833",-121.8746789,37.6624312
"3834",-73.567256,45.5016889
"3835",-81.5157535,27.6648274
"3836",-99.9018131,31.9685988
"3837",-77.0368707,38.9071923
"3838",-82.907123,40.4172871
"3839",NA,NA
"3840",-83.886874,39.8064486
"3841",-83.886874,39.8064486
"3842",-83.886874,39.8064486
"3843",-83.886874,39.8064486
"3844",-96.1342241,19.173773
"3845",-122.4194155,37.7749295
"3846",NA,NA
"3847",NA,NA
"3848",NA,NA
"3849",-102.552784,23.634501
"3850",NA,NA
"3851",-95.712891,37.09024
"3852",-103.7240868,19.2452342
"3853",-82.6402915,27.7676008
"3854",-82.6402915,27.7676008
"3855",NA,NA
"3856",-94.8191285,38.8813958
"3857",-104.0072348,19.1222634
"3858",-95.712891,37.09024
"3859",-102.552784,23.634501
"3860",-119.6981901,34.4208305
"3861",NA,NA
"3862",NA,NA
"3863",-79.3831843,43.653226
"3864",-79.3831843,43.653226
"3865",-106.346771,56.130366
"3866",NA,NA
"3867",-95.712891,37.09024
"3868",-89.205,35.0238888
"3869",-74.3118212,39.9652553
"3870",-115.1398296,36.1699412
"3871",-117.1610838,32.715738
"3872",-84.5555347,42.732535
"3873",-79.5044913,42.2539469
"3874",-117.7853568,33.5427189
"3875",-121.4943996,38.5815719
"3876",-121.4943996,38.5815719
"3877",-97.4107128,35.463494
"3878",-76.8867008,40.2731911
"3879",NA,NA
"3880",-97.092877,35.0077519
"3881",-95.712891,37.09024
"3882",-97.342782,31.0982344
"3883",NA,NA
"3884",-78.6568942,37.4315734
"3885",-106.346771,56.130366
"3886",NA,NA
"3887",-95.712891,37.09024
"3888",NA,NA
"3889",NA,NA
"3890",-95.712891,37.09024
"3891",-95.712891,37.09024
"3892",-122.6252431,45.5049376
"3893",-82.9000751,32.1656221
"3894",NA,NA
"3895",-119.6981901,34.4208305
"3896",-101.2573586,21.0190145
"3897",-101.2573586,21.0190145
"3898",NA,NA
"3899",NA,NA
"3900",-71.1211635,42.3317642
"3901",-103.3496092,20.6596988
"3902",NA,NA
"3903",-66.58973,6.42375
"3904",-75.3878525,43.3447295
"3905",NA,NA
"3906",-119.4179324,36.778261
"3907",-80.085059,42.1292241
"3908",NA,NA
"3909",NA,NA
"3910",-155.5827818,19.8967662
"3911",-117.8311428,33.7174708
"3912",NA,NA
"3913",NA,NA
"3914",NA,NA
"3915",NA,NA
"3916",-77.0469214,38.8048355
"3917",-70.2568189,43.6590993
"3918",-95.9926454,36.1422146
"3919",-98.7591311,20.1010608
"3920",NA,NA
"3921",-121.1930041,38.8212889
"3922",-119.7871247,36.7377981
"3923",-75.1652215,39.9525839
"3924",-95.712891,37.09024
"3925",-107.2902839,43.0759678
"3926",NA,NA
"3927",-111.0937311,34.0489281
"3928",NA,NA
"3929",-92.4801989,44.0121221
"3930",NA,NA
"3931",-99.0365595,29.945671
"3932",-87.6297982,41.8781136
"3933",NA,NA
"3934",-79.0469134,35.9049122
"3935",NA,NA
"3936",-95.712891,37.09024
"3937",-97.4780954,35.6528323
"3938",NA,NA
"3939",NA,NA
"3940",-95.712891,37.09024
"3941",133.775136,-25.274398
"3942",133.775136,-25.274398
"3943",NA,NA
"3944",-88.6000478,37.0833893
"3945",-102.552784,23.634501
"3946",-86.158068,39.768403
"3947",-86.158068,39.768403
"3948",-104.0072348,19.1222634
"3949",-86.8515279,21.161908
"3950",-80.2213477,40.5169767
"3951",-80.2213477,40.5169767
"3952",-81.0558894,29.2858129
"3953",NA,NA
"3954",-119.4179324,36.778261
"3955",-149.4394444,61.5813889
"3956",-95.712891,37.09024
"3957",NA,NA
"3958",-81.6051221,41.012833
"3959",NA,NA
"3960",NA,NA
"3961",-105.7820674,39.5500507
"3962",-73.5491361,52.9399159
"3963",NA,NA
"3964",NA,NA
"3965",-88.7878678,43.7844397
"3966",NA,NA
"3967",-74.4056612,40.0583238
"3968",NA,NA
"3969",-99.9018131,31.9685988
"3970",-119.4179324,36.778261
"3971",-110.9747108,32.2226066
"3972",-105.0166498,39.613321
"3973",-94.7847554,34.1778147
"3974",-95.712891,37.09024
"3975",NA,NA
"3976",-95.712891,37.09024
"3977",-95.712891,37.09024
"3978",NA,NA
"3979",NA,NA
"3980",NA,NA
"3981",NA,NA
"3982",NA,NA
"3983",-157.9255357,21.386338
"3984",-81.1637245,33.836081
"3985",-81.5157535,27.6648274
"3986",-106.346771,56.130366
"3987",-82.907123,40.4172871
"3988",NA,NA
"3989",-73.8183804,42.844668
"3990",-95.4602937,29.7531235
"3991",NA,NA
"3992",NA,NA
"3993",-89.4012302,43.0730517
"3994",-83.7129935,41.7189392
"3995",NA,NA
"3996",-87.771964,41.909611
"3997",-95.712891,37.09024
"3998",-82.0453321,29.5308331
"3999",NA,NA
"4000",-95.712891,37.09024
"4001",NA,NA
"4002",-84.2700179,37.8393332
"4003",NA,NA
"4004",-116.2023137,43.6150186
"4005",NA,NA
"4006",NA,NA
"4007",-91.9623327,30.9842977
"4008",-83.9704593,35.7564719
"4009",NA,NA
"4010",NA,NA
"4011",-82.2420317,27.9462615
"4012",-80.9473146,35.2144026
"4013",-111.0937311,34.0489281
"4014",-96.7969879,32.7766642
"4015",-95.712891,37.09024
"4016",-95.712891,37.09024
"4017",NA,NA
"4018",-95.712891,37.09024
"4019",NA,NA
"4020",-95.712891,37.09024
"4021",-74.0059728,40.7127753
"4022",-95.712891,37.09024
"4023",-99.9018131,31.9685988
"4024",NA,NA
"4025",NA,NA
"4026",-85.6023643,44.3148443
"4027",NA,NA
"4028",-120.5542012,43.8041334
"4029",-120.5542012,43.8041334
"4030",NA,NA
"4031",NA,NA
"4032",NA,NA
"4033",-0.0909852,51.5123443
"4034",NA,NA
"4035",-79.1802994,35.4798757
"4036",-102.552784,23.634501
"4037",-95.712891,37.09024
"4038",NA,NA
"4039",-81.1270035,29.4749754
"4040",NA,NA
"4041",-85.7584557,38.2526647
"4042",-82.0105148,33.4734978
"4043",NA,NA
"4044",-112.0740373,33.4483771
"4045",NA,NA
"4046",NA,NA
"4047",-80.8431267,35.2270869
"4048",NA,NA
"4049",-121.082167,38.6857367
"4050",-95.712891,37.09024
"4051",-81.7195533,33.5604168
"4052",-74.0059728,40.7127753
"4053",174.7633315,-36.8484597
"4054",NA,NA
"4055",-95.1571772,45.6930413
"4056",NA,NA
"4057",-89.3985283,40.6331249
"4058",-111.0937311,34.0489281
"4059",-94.436037,31.3868524
"4060",-81.5157535,27.6648274
"4061",NA,NA
"4062",-95.712891,37.09024
"4063",-95.712891,37.09024
"4064",NA,NA
"4065",-77.0368707,38.9071923
"4066",NA,NA
"4067",NA,NA
"4068",-95.712891,37.09024
"4069",NA,NA
"4070",-95.712891,37.09024
"4071",NA,NA
"4072",NA,NA
"4073",NA,NA
"4074",-84.5527387,42.2050383
"4075",-91.8318334,37.9642529
"4076",-120.8958242,38.8375215
"4077",-89.3985283,32.3546679
"4078",-70.162651,18.735693
"4079",NA,NA
"4080",-70.162651,18.735693
"4081",NA,NA
"4082",-90.1837768,38.6290511
"4083",NA,NA
"4084",-119.4179324,36.778261
"4085",-111.0937311,34.0489281
"4086",-95.712891,37.09024
"4087",-119.4179324,36.778261
"4088",-95.712891,37.09024
"4089",NA,NA
"4090",-155.5827818,19.8967662
"4091",-97.092877,35.0077519
"4092",-99.133208,19.4326077
"4093",NA,NA
"4094",NA,NA
"4095",-84.406761,33.8372663
"4096",-73.9810758,40.7697147
"4097",-86.2088669,34.2675937
"4098",NA,NA
"4099",NA,NA
"4100",-82.975192,41.3042201
"4101",NA,NA
"4102",4.835659,45.764043
"4103",-122.2913078,37.8271784
"4104",-122.2913078,37.8271784
"4105",-122.2913078,37.8271784
"4106",-122.2913078,37.8271784
"4107",-122.2913078,37.8271784
"4108",-122.2913078,37.8271784
"4109",-122.2913078,37.8271784
"4110",-122.2913078,37.8271784
"4111",-122.2913078,37.8271784
"4112",NA,NA
"4113",-76.9930319,39.0398315
"4114",NA,NA
"4115",-95.712891,37.09024
"4116",NA,NA
"4117",NA,NA
"4118",-78.6568942,37.4315734
"4119",-95.712891,37.09024
"4120",-110.9747108,32.2226066
"4121",-99.9018131,31.9685988
"4122",NA,NA
"4123",-95.4612625,30.1658207
"4124",NA,NA
"4125",-95.712891,37.09024
"4126",NA,NA
"4127",-99.0736462,29.7266131
"4128",-95.712891,37.09024
"4129",NA,NA
"4130",-119.4179324,36.778261
"4131",NA,NA
"4132",NA,NA
"4133",-81.1637245,33.836081
"4134",NA,NA
"4135",NA,NA
"4136",NA,NA
"4137",-111.8567861,33.2193491
"4138",-74.1840358,41.6056492
"4139",-119.4179324,36.778261
"4140",-91.8318334,35.20105
"4141",-111.9103136,33.4394039
"4142",-71.4774291,41.5800945
"4143",NA,NA
"4144",-85.304217,35.0350986
"4145",-104.9877597,39.6477653
"4146",-75.7012723,45.4765446
"4147",-97.1413713,33.1755051
"4148",-81.7948103,26.1420358
"4149",NA,NA
"4150",NA,NA
"4151",NA,NA
"4152",-75.5276699,38.9108325
"4153",-95.712891,37.09024
"4154",-119.4179324,36.778261
"4155",-85.6023643,44.3148443
"4156",NA,NA
"4157",-82.9000751,32.1656221
"4158",-122.6779081,45.5272148
"4159",-122.6779081,45.5272148
"4160",NA,NA
"4161",NA,NA
"4162",-99.9018131,31.9685988
"4163",-99.7331439,32.4487364
"4164",-79.0192997,35.7595731
"4165",-95.712891,37.09024
"4166",-93.557276,47.307158
"4167",-102.552784,23.634501
"4168",-116.5765035,53.9332706
"4169",-91.8318334,35.20105
"4170",NA,NA
"4171",NA,NA
"4172",-77.7355496,38.9687211
"4173",NA,NA
"4174",-74.2355404,40.5083408
"4175",-1.1743197,52.3555177
"4176",NA,NA
"4177",NA,NA
"4178",-98.2062727,19.0414398
"4179",-98.2062727,19.0414398
"4180",NA,NA
"4181",-73.087749,41.6032207
"4182",-97.5164276,35.4675602
"4183",-95.712891,37.09024
"4184",-118.7198004,36.2106674
"4185",-117.9143012,33.8365932
"4186",-94.6203828,36.8363106
"4187",NA,NA
"4188",-94.6858998,46.729553
"4189",-83.753428,9.748917
"4190",NA,NA
"4191",NA,NA
"4192",NA,NA
"4193",-66.1653224,-17.4139766
"4194",-117.318087,33.884425
"4195",-95.712891,37.09024
"4196",NA,NA
"4197",NA,NA
"4198",-78.8783585,35.0526641
"4199",-83.9207392,35.9606384
"4200",-95.712891,37.09024
"4201",-134.5890001,58.3637
"4202",-91.6656232,41.9778795
"4203",-82.9000751,32.1656221
"4204",-98.253284,26.216355
"4205",-119.4179324,36.778261
"4206",-93.5679667,36.364792
"4207",NA,NA
"4208",NA,NA
"4209",-117.9298493,33.6188829
"4210",NA,NA
"4211",-95.712891,37.09024
"4212",NA,NA
"4213",-95.712891,37.09024
"4214",151.2335592,-33.3208415
"4215",-80.8431267,35.2270869
"4216",-120.8958242,38.8375215
"4217",-99.133208,19.4326077
"4218",-99.133208,19.4326077
"4219",-77.0368707,38.9071923
"4220",-100.9855409,22.1564699
"4221",-95.712891,37.09024
"4222",-95.712891,37.09024
"4223",-75.6971931,45.4215296
"4224",-76.7983067,39.2673283
"4225",-73.3467167,42.2024768
"4226",-95.712891,37.09024
"4227",-95.9345034,41.2565369
"4228",-87.0696273,20.6523028
"4229",NA,NA
"4230",-95.712891,37.09024
"4231",-95.712891,37.09024
"4232",-117.1610838,32.715738
"4233",-102.2915677,21.8852562
"4234",-0.1277583,51.5073509
"4235",-109.7869527,44.2642998
"4236",NA,NA
"4237",-95.712891,37.09024
"4238",-95.712891,37.09024
"4239",-81.5157535,27.6648274
"4240",-121.822098,36.6149217
"4241",-121.822098,36.6149217
"4242",-121.822098,36.6149217
"4243",-121.822098,36.6149217
"4244",-95.7243335,37.2321077
"4245",-81.2408689,19.3221698
"4246",-104.8213634,38.8338816
"4247",-88.8442674,42.2639098
"4248",-111.8910474,40.7607793
"4249",-122.6252431,45.5049376
"4250",NA,NA
"4251",-97.7430608,30.267153
"4252",-103.4067861,25.5428443
"4253",-74.0059728,40.7127753
"4254",-74.0059728,40.7127753
"4255",NA,NA
"4256",-108.530038,27.456851
"4257",-74.0059728,40.7127753
"4258",-115.1398296,36.1699412
"4259",-109.930367,27.4827729
"4260",-84.7719143,37.8123659
"4261",NA,NA
"4262",-94.3303748,37.1794222
"4263",-109.930367,27.4827729
"4264",-95.5230356,35.4700993
"4265",-122.4194155,37.7749295
"4266",-95.712891,37.09024
"4267",-95.712891,37.09024
"4268",NA,NA
"4269",NA,NA
"4270",-79.0192997,35.7595731
"4271",-97.7244867,35.384226
"4272",-95.712891,37.09024
"4273",-110.3625658,46.8796822
"4274",-95.712891,37.09024
"4275",-100.3898881,20.5887932
"4276",-100.3898881,20.5887932
"4277",-100.3898881,20.5887932
"4278",-100.3898881,20.5887932
"4279",NA,NA
"4280",-84.5037164,38.0405837
"4281",NA,NA
"4282",-74.0059728,40.7127753
"4283",-73.7562317,42.6525793
"4284",-1.6457745,42.812526
"4285",-77.0947092,38.984652
"4286",-84.3879824,33.7489954
"4287",-57.6604364,53.1355091
"4288",-73.3467167,42.2024768
"4289",-103.1826862,20.5178271
"4290",-99.133208,19.4326077
"4291",-81.5157535,27.6648274
"4292",NA,NA
"4293",-113.8112386,52.2681118
"4294",-74.0059728,40.7127753
"4295",-89.0943377,20.7098786
"4296",-99.9057284,16.8537512
"4297",-90.4973286,36.0584021
"4298",-95.712891,37.09024
"4299",-99.133208,19.4326077
"4300",-99.133208,19.4326077
"4301",-99.8236533,16.8531086
"4302",-73.4085463,41.5770433
"4303",-103.4479314,20.4736865
"4304",-122.434574,47.23757
"4305",-96.7265889,17.0731842
"4306",NA,NA
"4307",-100.3161126,25.6866142
"4308",-88.2461183,30.6082227
"4309",-119.4179324,36.778261
"4310",-96.7265889,17.0731842
"4311",-117.4015208,47.6664473
"4312",-107.2902839,43.0759678
"4313",-98.2400252,19.3169065
"4314",-77.0368707,38.9071923
"4315",-77.0368707,38.9071923
"4316",-77.0368707,38.9071923
"4317",NA,NA
"4318",NA,NA
"4319",-74.0059728,40.7127753
"4320",-95.638411,37.047544
"4321",-95.712891,37.09024
"4322",-100.3161126,25.6866142
"4323",-104.990251,39.7392358
"4324",-90.1994042,38.6270025
"4325",2.3522219,48.856614
"4326",-99.6556653,19.2826098
"4327",-75.1652215,39.9525839
"4328",-104.6531759,24.0277202
"4329",-73.3467167,42.2024768
"4330",-117.086421,33.1192068
"4331",151.2092955,-33.8688197
"4332",NA,NA
"4333",-73.3467167,42.2024768
"4334",-95.9345034,41.2565369
"4335",-95.9345034,41.2565369
"4336",-99.133208,19.4326077
"4337",NA,NA
"4338",-77.3783789,39.1289725
"4339",-69.7193803,44.7650366
"4340",-101.6859605,21.1250077
"4341",-101.6859605,21.1250077
"4342",-122.3320708,47.6062095
"4343",-122.3320708,47.6062095
"4344",NA,NA
"4345",-94.6858998,46.729553
"4346",NA,NA
"4347",NA,NA
"4348",-103.3496092,20.6596988
"4349",-103.3496092,20.6596988
"4350",NA,NA
"4351",NA,NA
"4352",-96.9237751,18.8838909
"4353",-102.552784,23.634501
"4354",-71.0588801,42.3600825
"4355",-71.0588801,42.3600825
"4356",-71.0588801,42.3600825
"4357",NA,NA
"4358",-75.4007058,39.9868904
"4359",NA,NA
"4360",-75.451571,40.1856597
"4361",-102.552784,23.634501
"4362",-118.2436849,34.0522342
"4363",-73.3467167,42.2024768
"4364",-98.7591311,20.1010608
"4365",-111.8889542,40.706652
"4366",-71.3824374,42.4072107
"4367",NA,NA
"4368",-82.907123,40.4172871
"4369",-95.712891,37.09024
"4370",-106.346771,56.130366
"4371",-118.2436849,34.0522342
"4372",9.8452433,45.4790671
"4373",NA,NA
"4374",NA,NA
"4375",-73.3467167,42.2024768
"4376",-73.3467167,42.2024768
"4377",NA,NA
"4378",-0.1277583,51.5073509
"4379",8.227512,46.818188
"4380",NA,NA
"4381",NA,NA
"4382",NA,NA
"4383",-99.9961947,25.592172
"4384",-90.0715323,29.9510658
"4385",NA,NA
"4386",NA,NA
"4387",NA,NA
"4388",-87.0738851,20.6295586
"4389",NA,NA
"4390",NA,NA
"4391",NA,NA
"4392",NA,NA
"4393",-95.7243335,37.2321077
"4394",-121.6555013,36.6777372
"4395",-121.6555013,36.6777372
"4396",-95.712891,37.09024
"4397",-100.3161126,25.6866142
"4398",NA,NA
"4399",NA,NA
"4400",-100.9855409,22.1564699
"4401",-95.712891,37.09024
"4402",-88.7503647,41.9294736
"4403",-88.7503647,41.9294736
"4404",-110.3127531,24.1426408
"4405",-95.266826,36.249758
"4406",-84.3879824,33.7489954
"4407",NA,NA
"4408",-109.9167371,22.8905327
"4409",-96.1342241,19.173773
"4410",NA,NA
"4411",-105.4665799,28.1965551
"4412",-98.3021192,19.0765772
"4413",-81.3578859,41.1536674
"4414",-73.3467167,42.2024768
"4415",-78.6568942,37.4315734
"4416",-80.3035602,25.9860762
"4417",-98.4936282,29.4241219
"4418",-111.8314724,33.4151843
"4419",-118.3531311,33.9616801
"4420",-118.3531311,33.9616801
"4421",-100.9855409,22.1564699
"4422",-100.4427328,25.6778378
"4423",-83.1446485,42.4894801
"4424",-83.0495622,42.3331454
"4425",-74.297333,4.570868
"4426",NA,NA
"4427",-99.9018131,31.9685988
"4428",-99.8236533,16.8531086
"4429",-103.3496092,20.6596988
"4430",NA,NA
"4431",-74.0059728,40.7127753
"4432",-90.230759,15.783471
"4433",-102.552784,23.634501
"4434",-95.9345034,41.2565369
"4435",-106.0691004,28.6329957
"4436",-94.1071797,41.8385964
"4437",-95.712891,37.09024
"4438",-66.58973,6.42375
"4439",-99.1013498,18.6813049
"4440",-81.1637245,33.836081
"4441",-95.712891,37.09024
"4442",-99.9018131,31.9685988
"4443",-99.133208,19.4326077
"4444",-99.133208,19.4326077
"4445",-100.9855409,22.1564699
"4446",NA,NA
"4447",NA,NA
"4448",-73.3467167,42.2024768
"4449",-74.0059728,40.7127753
"4450",-102.552784,23.634501
"4451",-73.3467167,42.2024768
"4452",-118.2436849,34.0522342
"4453",NA,NA
"4454",-99.9018131,41.4925374
"4455",-119.4179324,36.778261
"4456",NA,NA
"4457",NA,NA
"4458",-85.7584557,38.2526647
"4459",-77.0368707,38.9071923
"4460",-122.6252431,45.5049376
"4461",-122.6252431,45.5049376
"4462",-77.1527578,39.0839973
"4463",-103.3496092,20.6596988
"4464",-95.8715409,36.2332473
"4465",-102.552784,23.634501
"4466",-100.9855409,22.1564699
"4467",-96.9209135,32.7078751
"4468",NA,NA
"4469",-110.9559192,29.0729673
"4470",NA,NA
"4471",-98.2374954,19.318154
"4472",-99.1013498,18.6813049
"4473",-4.2026458,56.4906712
"4474",NA,NA
"4475",-90.1994042,38.6270025
"4476",-107.2902839,43.0759678
"4477",-84.5037164,38.0405837
"4478",-102.552784,23.634501
"4479",-102.552784,23.634501
"4480",-95.712891,37.09024
"4481",NA,NA
"4482",NA,NA
"4483",-75.3704579,40.6259316
"4484",-95.712891,37.09024
"4485",-95.712891,37.09024
"4486",-99.9018131,31.9685988
"4487",NA,NA
"4488",-96.9101806,19.5437751
"4489",-93.097702,41.8780025
"4490",-101.0020119,47.5514926
"4491",-93.2650108,44.977753
"4492",-95.712891,37.09024
"4493",NA,NA
"4494",NA,NA
"4495",-74.0059728,40.7127753
"4496",NA,NA
"4497",-100.3161126,25.6866142
"4498",-74.4056612,40.0583238
"4499",NA,NA
"4500",NA,NA
"4501",NA,NA
"4502",-95.712891,37.09024
"4503",30.3350986,59.9342802
"4504",NA,NA
"4505",-98.4936282,29.4241219
"4506",-122.4194155,37.7749295
"4507",-84.5120196,39.1031182
"4508",-84.5120196,39.1031182
"4509",-95.3698028,29.7604267
"4510",-95.3698028,29.7604267
"4511",NA,NA
"4512",-101.7068294,27.058676
"4513",-92.9475061,17.989456
"4514",-88.7878678,43.7844397
"4515",-84.5120196,39.1031182
"4516",-84.5120196,39.1031182
"4517",-101.2573586,21.0190145
"4518",-118.2436849,34.0522342
"4519",-73.9712488,40.7830603
"4520",-98.4842465,39.011902
"4521",NA,NA
"4522",NA,NA
"4523",NA,NA
"4524",-83.9207392,35.9606384
"4525",NA,NA
"4526",-105.7820674,28.4854458
"4527",-79.3831843,43.653226
"4528",-71.449503,41.4500844
"4529",-118.2436849,34.0522342
"4530",-98.7623874,20.0910963
"4531",-103.3494376,20.6595382
"4532",-83.7430378,42.2808256
"4533",-99.549573,27.4779362
"4534",-101.1949825,19.7059504
"4535",-99.9018131,31.9685988
"4536",-81.563874,28.385233
"4537",NA,NA
"4538",-99.0506744,19.601841
"4539",-98.2374954,19.318154
"4540",-98.4936282,29.4241219
"4541",10.6491506,36.4036193
"4542",NA,NA
"4543",NA,NA
"4544",NA,NA
"4545",-98.2404397,19.3139243
"4546",-90.1994042,38.6270025
"4547",-73.3467167,42.2024768
"4548",-88.49765,17.189877
"4549",-88.49765,17.189877
"4550",NA,NA
"4551",-96.9101806,19.5437751
"4552",-96.9101806,19.5437751
"4553",-95.7243335,37.2321077
"4554",-102.552784,23.634501
"4555",-83.9207392,35.9606384
"4556",-84.5120196,39.1031182
"4557",-97.5164276,35.4675602
"4558",-81.5157535,27.6648274
"4559",-122.269299,37.852463
"4560",NA,NA
"4561",-120.8958242,38.8375215
"4562",-85.4807825,32.6098566
"4563",-100.9855409,22.1564699
"4564",-100.9855409,22.1564699
"4565",-75.7012723,45.4765446
"4566",-75.7012723,45.4765446
"4567",-70.6692655,-33.4488897
"4568",NA,NA
"4569",NA,NA
"4570",NA,NA
"4571",-92.6189273,17.8409173
"4572",-81.5157535,27.6648274
"4573",-84.2807329,30.4382559
"4574",-87.6297982,41.8781136
"4575",-78.6381787,35.7795897
"4576",-96.9101806,19.5437751
"4577",-82.4734787,36.2942722
"4578",-74.0059728,40.7127753
"4579",-97.0041525,19.4247826
"4580",-97.0041525,19.4247826
"4581",-96.9101806,19.5437751
"4582",-123.3656444,48.4284207
"4583",-96.9101806,19.5437751
"4584",-96.9101806,19.5437751
"4585",-96.9101806,19.5437751
"4586",-96.9101806,19.5437751
"4587",-90.3911336,38.4700539
"4588",-110.9559192,29.0729673
"4589",-99.9018131,41.4925374
"4590",-73.3467167,42.2024768
"4591",-73.3467167,42.2024768
"4592",-117.5860889,47.4905928
"4593",-117.5860889,47.4905928
"4594",-74.0059728,40.7127753
"4595",-96.9101806,19.5437751
"4596",NA,NA
"4597",NA,NA
"4598",NA,NA
